row,col,year,month,day,hour,B04B,B05B,B06B,B09B,B10B,B11B,B12B,B14B,B16B,I2B,I4B,IRB,VSB,WVB,Label
22,103,2020,10,1,5,0.47357178,0.19112141,0.17675781,231.43665,235.70268,247.02576,240.06665,243.77052,236.71082,241.11577,270.275,246.78369,0.354187,226.06026,0
22,111,2020,10,1,5,0.56489056,0.17349243,0.21133423,229.49373,232.25,236.16003,233.45953,234.5179,230.90877,232.91814,256.98367,236.28023,0.47161865,225.20085,0
23,101,2020,10,1,5,0.46965536,0.19241333,0.17871094,231.45325,235.52739,246.47145,239.84453,243.10292,235.85152,240.17583,270.10776,246.04999,0.3587545,225.51775,0
23,112,2020,10,1,5,0.56489056,0.17349243,0.21133423,229.49373,232.25,236.16003,233.45953,234.5179,230.90877,232.91814,256.98367,236.28023,0.47161865,225.20085,0
23,122,2020,10,1,5,0.5316264,0.19307454,0.230896,223.83833,224.74707,228.52611,229.08366,226.18762,222.94714,224.5807,257.44235,228.38084,0.46183267,220.85199,0
25,112,2020,10,1,5,0.53293866,0.17544556,0.21199544,228.18,230.25801,234.32143,232.68144,232.29689,228.75293,230.75146,257.512,234.30786,0.45988974,224.08418,0
25,121,2020,10,1,5,0.50031537,0.19764201,0.23024495,222.25542,223.9325,227.57056,228.92554,223.82312,221.01619,222.45953,259.66666,226.95036,0.42203775,219.06401,0
26,103,2020,10,1,5,0.49118042,0.17089844,0.19177246,230.33647,232.84961,239.20515,235.31415,237.07198,232.21104,234.9419,261.48657,239.3861,0.4005127,225.29735,0
26,110,2020,10,1,5,0.49771118,0.17152913,0.19763184,230.51115,232.26466,237.45052,234.53761,235.2054,231.0396,233.44792,260.8317,237.67249,0.41159058,225.19167,0
26,124,2020,10,1,5,0.44421387,0.20349121,0.22243245,219.12805,220.37624,225.02864,228.0503,220.76636,217.11786,218.76332,263.28812,224.54297,0.37963867,215.85583,0
27,101,2020,10,1,5,0.507487,0.17807007,0.20806885,226.91432,229.15318,233.12921,231.99144,231.1616,227.84502,229.95366,258.41666,233.29749,0.4396464,223.60918,0
27,114,2020,10,1,5,0.48857626,0.17739868,0.19763184,227.34166,229.74434,236.47499,234.11412,232.46059,227.63298,230.27736,264.6295,236.09148,0.40898642,222.51117,0
27,118,2020,10,1,5,0.4500834,0.19176228,0.2021993,223.5179,225.82373,232.75612,232.19002,228.50664,223.54192,225.62999,265.449,231.79646,0.36723837,219.95198,0
27,119,2020,10,1,5,0.43506876,0.19371541,0.20218913,222.57585,224.20874,232.07361,231.72429,227.29903,222.21619,224.5938,265.94315,230.9162,0.3574524,219.05266,0
28,106,2020,10,1,5,0.518575,0.17480469,0.20676677,228.35414,230.58559,234.70856,232.64302,232.6181,228.82976,230.95612,259.30334,234.91435,0.44682822,224.59734,0
28,113,2020,10,1,5,0.48791504,0.17543538,0.19568889,227.90999,230.18935,237.6963,234.80597,233.73152,228.41943,231.171,266.14786,237.27568,0.40899658,223.30951,0
29,114,2020,10,1,5,0.47096762,0.17739868,0.19047038,227.90999,230.21735,239.08098,235.72687,234.69916,228.42757,231.71362,268.63797,238.26746,0.40117392,223.30951,0
30,103,2020,10,1,5,0.55773926,0.19502766,0.23612468,224.68874,225.72527,228.6851,229.41174,226.29785,223.91963,225.11598,256.44363,228.98846,0.4879252,221.62634,0
30,107,2020,10,1,5,0.58447266,0.17285156,0.22437541,226.13457,227.27625,229.40399,230.23999,227.5177,224.92346,226.13725,257.05698,229.57928,0.5192261,222.43066,0
30,110,2020,10,1,5,0.569458,0.1663208,0.21199544,226.48625,227.81458,231.60573,231.04968,228.76323,225.81465,227.48857,260.15335,231.75458,0.53356934,223.10551,0
30,122,2020,10,1,5,0.38094077,0.20873006,0.21003215,220.22807,222.78625,232.59624,231.72285,226.35474,220.85811,223.52881,270.6945,231.03523,0.34308878,217.63934,0
31,102,2020,10,1,5,0.5453288,0.20937093,0.24135335,223.5179,225.25983,229.11389,229.59285,226.50285,223.6684,224.86925,258.87567,228.87238,0.44683838,221.05598,0
31,107,2020,10,1,5,0.5727234,0.17872111,0.22632854,225.54414,226.71,229.21355,230.23999,227.35579,224.90965,225.6847,256.78036,229.43073,0.5055237,222.0315,0
32,105,2020,10,1,5,0.60273236,0.20740764,0.25764975,223.10011,224.0965,226.4565,228.39142,224.36958,222.15364,222.98952,258.35568,226.7019,0.5375061,220.32533,0
32,107,2020,10,1,5,0.58968097,0.18392944,0.23351033,224.61736,225.90727,228.55272,229.39522,226.23347,223.7318,224.77051,257.9047,228.76048,0.51727295,221.80351,0
32,112,2020,10,1,5,0.48661295,0.19113159,0.19436646,227.55623,230.91486,242.88615,237.79407,237.64429,230.11494,234.16516,272.74387,241.97862,0.39464316,222.6795,0
32,120,2020,10,1,5,0.41551718,0.21264648,0.22176106,219.88667,221.91292,229.96455,230.73161,224.27856,219.17285,221.19667,270.15976,229.12846,0.3724467,216.8975,0
35,98,2020,10,1,5,0.44878134,0.20154826,0.17936198,228.18,231.59834,243.835,238.35905,239.41425,231.57082,235.93701,272.653,243.27727,0.3346354,223.30951,0
35,113,2020,10,1,5,0.47096762,0.2276408,0.20089722,225.31038,228.29457,243.72119,238.59554,236.69978,227.73396,232.29811,277.22165,242.41731,0.37703452,220.17998,0
36,77,2020,10,1,5,0.40509033,0.19567871,0.1363322,231.71117,237.09969,258.25076,247.12036,253.23254,240.28838,248.45778,283.53757,257.66937,0.18197632,225.35835,0
36,115,2020,10,1,5,0.48269653,0.22959392,0.21525066,223.11723,226.28534,238.68951,235.58685,232.24825,224.64233,228.32137,273.18484,237.51704,0.41877237,219.22209,0
37,92,2020,10,1,5,0.45269775,0.21721394,0.18786621,228.18,231.82768,244.96666,238.93376,240.563,232.48877,237.21507,273.26035,244.29158,0.31375122,223.30951,0
37,99,2020,10,1,5,0.50879925,0.22568767,0.23416138,223.53706,225.02332,230.78142,230.75,226.97902,223.24524,225.03119,265.08224,230.27904,0.41028848,220.192,0
37,113,2020,10,1,5,0.52052814,0.23937988,0.2263387,222.85612,225.79816,236.17781,233.92525,230.13676,223.66536,226.64778,270.84036,235.03285,0.45595297,219.00606,0
37,116,2020,10,1,5,0.51467896,0.2126363,0.2263387,223.779,226.04883,233.32097,232.21284,228.6676,223.81084,225.91496,265.84824,232.71619,0.45791626,219.68933,0
38,87,2020,10,1,5,0.49119058,0.23546346,0.19503784,228.11041,232.39368,246.77803,239.98799,242.0355,233.19115,238.33997,275.2427,245.95776,0.29940796,223.07867,0
39,78,2020,10,1,5,0.45857748,0.2380778,0.19699097,225.56331,229.45424,243.40025,238.15459,237.34808,228.96342,233.61461,275.56937,242.01201,0.32549033,220.82799,0
39,83,2020,10,1,5,0.44943237,0.21199544,0.18914795,223.46251,227.03975,239.36931,235.57343,233.45827,226.62779,230.10974,273.05777,238.00722,0.3235372,219.928,0
40,98,2020,10,1,5,0.51207477,0.20742798,0.22241211,222.21346,223.89082,229.06122,229.7487,225.2238,222.18904,223.66002,262.57907,228.36072,0.39919028,219.49666,0
42,77,2020,10,1,5,0.42463174,0.22502644,0.16111247,227.97725,233.12538,252.17793,244.04158,244.1093,232.4268,239.03564,283.3777,250.62964,0.24005127,222.15253,0
42,78,2020,10,1,5,0.42790732,0.22763062,0.16763306,226.36125,230.7428,248.8842,242.13362,240.30367,229.57166,235.2163,282.33945,247.18457,0.25504556,220.93098,0
42,92,2020,10,1,5,0.5003255,0.24328613,0.20544434,226.80165,230.48735,243.71223,238.21936,237.75041,229.84041,234.1252,274.15417,242.28667,0.3678894,222.112,0
42,112,2020,10,1,5,0.56229657,0.18459065,0.21850586,228.35516,230.38861,235.98657,233.30049,233.25859,229.12817,231.53789,261.13168,235.99077,0.48531088,224.03235,0
43,106,2020,10,1,5,0.5479431,0.20807903,0.23024495,222.81596,224.30217,230.9081,230.68604,227.13501,223.32458,225.38249,263.1662,230.38701,0.44159952,219.68933,0
43,107,2020,10,1,5,0.548584,0.20286052,0.22503662,224.6486,226.73137,232.87343,231.67427,229.11035,224.9113,226.98848,263.49667,232.39314,0.4579061,220.98468,0
43,116,2020,10,1,5,0.5238037,0.1996053,0.21198528,231.42798,234.9792,241.67348,236.9066,238.73991,233.65608,236.87402,265.4605,241.66496,0.45399985,225.71234,0
43,118,2020,10,1,5,0.52250165,0.2250468,0.21785481,232.37459,236.76244,243.94872,238.63477,241.26282,235.92146,239.36665,268.51022,244.3077,0.48205566,226.26085,0
44,73,2020,10,1,5,0.474233,0.26548257,0.18980916,230.37114,235.79588,254.46394,245.14906,247.88344,236.28716,243.18103,283.364,253.4471,0.3750814,224.1855,0
44,87,2020,10,1,5,0.42659506,0.22960408,0.15197754,230.73439,236.71527,259.41068,248.79683,251.09505,237.50945,245.07515,287.5842,258.26993,0.21981812,223.68501,0
44,104,2020,10,1,5,0.518575,0.21329753,0.21394856,224.40456,226.44792,237.08423,234.09082,232.01839,226.30925,229.32649,268.42612,236.20479,0.37180582,220.59999,0
45,112,2020,10,1,5,0.5694478,0.19307454,0.21655273,228.43791,230.23767,235.75554,233.59575,232.40968,228.19792,230.32018,263.53976,235.67369,0.5061849,223.88301,0
45,117,2020,10,1,5,0.48399863,0.21199544,0.20285034,231.3444,235.79045,244.85907,239.08199,241.26,235.16528,238.98161,271.18027,245.05717,0.39594522,225.51176,0
46,79,2020,10,1,5,0.4220276,0.23612468,0.16436768,229.97115,235.31543,256.43112,246.45918,249.0534,236.12813,243.64833,284.82507,255.316,0.22503662,223.09068,0
46,97,2020,10,1,5,0.50683594,0.23872884,0.21068318,225.29622,228.44745,240.87895,236.51811,235.07243,227.69676,231.66026,273.77908,239.65894,0.39985147,220.816,0
46,103,2020,10,1,5,0.4859619,0.21264648,0.19240315,227.02625,229.92693,243.57129,237.89082,237.63817,229.92358,234.18103,274.2742,242.29816,0.3665873,222.2535,0
48,86,2020,10,1,5,0.45464072,0.24263509,0.17611694,230.10973,235.74706,254.81267,245.11104,248.01642,236.62512,243.45891,282.77396,253.57607,0.36723837,223.6126,0
48,91,2020,10,1,5,0.40506998,0.19699097,0.14154053,230.27956,235.60242,256.86682,246.30835,249.87567,237.31108,244.58519,284.35223,255.607,0.22439575,223.88902,0
49,94,2020,10,1,5,0.4396464,0.22176106,0.16827393,229.96065,234.92244,253.74516,244.59314,247.2309,236.1191,242.59639,282.2402,252.66205,0.26678467,224.063,0
50,96,2020,10,1,5,0.5101013,0.2550354,0.20350139,228.7079,233.12361,249.13148,241.5352,243.13428,233.90605,239.3219,278.34128,247.74585,0.41093954,223.30067,0
50,108,2020,10,1,5,0.4631246,0.19632976,0.18000285,231.95589,236.32056,250.14038,241.93626,245.29315,237.16805,241.98926,275.6916,249.71277,0.34309897,226.0761,0
51,96,2020,10,1,5,0.47880045,0.24394734,0.18459065,231.01381,235.8022,254.28401,244.66736,248.74681,237.91743,244.46928,281.83704,253.46416,0.26416016,224.83168,0
51,106,2020,10,1,5,0.45726523,0.21459961,0.17873128,232.47664,237.15332,254.78288,244.9788,249.74788,239.35846,245.43689,280.69302,254.2993,0.2980957,226.28333,0
51,110,2020,10,1,5,0.46837363,0.17675781,0.16698201,235.36548,240.86768,254.99878,245.0478,251.54164,242.84491,248.18745,275.5347,255.04053,0.36854044,228.62048,0
52,100,2020,10,1,5,0.42464194,0.19959514,0.15914917,231.01381,235.7586,255.34448,245.02885,249.5697,238.25865,244.99532,282.00034,254.16595,0.29743448,225.19167,0
53,98,2020,10,1,5,0.4637858,0.22697957,0.18589275,230.47649,234.74956,251.79639,242.97437,246.52928,236.90031,242.66512,279.1617,251.01483,0.36399332,225.1632,0
53,107,2020,10,1,5,0.46183267,0.19697063,0.17804973,233.82866,238.57642,253.53339,244.06169,249.54779,240.71997,246.13448,276.41006,253.02144,0.37050375,227.45808,0
54,102,2020,10,1,5,0.5081482,0.22502644,0.21327718,230.91325,234.03687,245.09834,238.8943,241.05353,234.32642,238.46873,271.2269,244.54364,0.42530313,225.8651,0
55,107,2020,10,1,5,0.4344279,0.19371541,0.17284139,233.17415,238.09364,253.99275,244.67271,249.56166,240.30011,245.86763,277.43793,253.41248,0.3509318,226.68079,0
55,114,2020,10,1,5,0.48531088,0.19893391,0.20155843,233.54915,237.68336,246.64156,240.11249,243.38371,237.13298,240.8728,271.46985,246.85478,0.4174703,227.78761,0
56,104,2020,10,1,5,0.46965536,0.2048238,0.2041626,227.9959,230.95583,242.34589,237.64453,237.81218,231.10323,234.92438,271.0055,241.89055,0.35483804,223.04485,0
56,105,2020,10,1,5,0.45726523,0.20742798,0.19176228,229.7909,233.43636,247.65178,240.95563,242.98021,234.78389,239.62683,274.4825,247.20032,0.31178793,223.98174,0
57,104,2020,10,1,5,0.4220276,0.19698079,0.17479451,228.9059,233.56001,249.69438,242.0406,244.07806,234.62791,239.96088,277.5288,248.83638,0.28309122,223.84601,0
57,115,2020,10,1,5,0.45205688,0.189799,0.20285034,229.18532,231.8997,241.81328,237.18855,237.31697,231.45137,234.9198,269.66055,241.37962,0.35484824,224.45335,0
58,105,2020,10,1,5,0.39463297,0.19698079,0.14609782,232.21382,237.70332,260.20294,248.66582,253.8778,240.90077,248.47533,285.66904,259.65503,0.24657185,225.74335,0
58,117,2020,10,1,5,0.34179688,0.1774292,0.1506551,232.49585,238.20905,259.0221,248.12337,252.62598,240.85603,247.84888,283.9678,258.41287,0.29221597,226.18456,0
60,107,2020,10,1,5,0.3920288,0.21198528,0.13304646,233.26515,240.7386,269.0398,254.61842,262.01614,246.27242,255.57674,292.73523,268.71802,0.2276408,226.72418,0
60,111,2020,10,1,5,0.49117026,0.29221597,0.21525066,231.11798,237.27885,257.81842,247.30992,251.48901,239.48962,246.79305,286.39383,257.16684,0.39659628,225.07652,0
60,117,2020,10,1,5,0.29418945,0.19176228,0.12979126,234.4149,241.85652,271.99332,256.91312,264.19696,247.0924,257.26746,295.58618,271.68103,0.21785481,227.06905,0
61,109,2020,10,1,5,0.4533488,0.2700399,0.17415364,233.87749,241.26685,268.68198,254.67017,262.17575,246.70381,256.02405,293.57498,268.6527,0.31440225,226.66345,0
63,109,2020,10,1,5,0.5316264,0.32939658,0.20547485,237.05537,245.44153,274.01617,258.25208,267.41794,251.26399,261.27155,296.6414,274.17636,0.36920166,228.90144,0
63,115,2020,10,1,5,0.47161865,0.31048584,0.19372559,239.5168,247.96065,277.56924,260.22006,273.02475,256.226,267.0939,298.8082,278.1725,0.40963745,231.09953,0
65,108,2020,10,1,5,0.44944254,0.27069092,0.16046143,236.47432,244.76111,275.5872,259.3092,267.19022,249.71936,259.9208,297.46774,275.44608,0.21002197,228.2862,0
65,110,2020,10,1,5,0.43833414,0.27200317,0.16175334,236.86784,245.51721,276.68723,259.8027,269.67203,251.87329,262.6409,298.10266,276.80237,0.21917725,228.93382,0
65,114,2020,10,1,5,0.53944904,0.34701538,0.22373454,235.75075,243.72368,270.22824,255.39575,265.10306,249.75237,259.51062,295.08755,270.0376,0.40637207,228.23596,0
65,119,2020,10,1,5,0.43899536,0.26874796,0.17805989,234.22649,241.19716,267.7073,253.799,262.89624,247.51213,257.4478,292.87396,267.5364,0.32157388,227.16553,0
66,107,2020,10,1,5,0.4076945,0.24132283,0.14349365,234.04732,242.28905,272.3093,257.319,262.7309,245.29729,255.00801,295.7729,271.61472,0.20155843,226.43382,0
66,110,2020,10,1,5,0.4135437,0.25243124,0.15393066,234.70216,242.60747,271.5643,256.3694,264.14673,247.38892,257.28644,295.2297,271.0347,0.33789062,227.0981,0
66,113,2020,10,1,5,0.4200643,0.2667745,0.1715393,233.34857,240.74976,268.0785,254.2433,261.4166,245.49883,255.16267,294.16977,267.55228,0.28700766,226.05705,0
67,121,2020,10,1,5,0.31244913,0.19176228,0.14283244,228.74821,234.4854,257.28174,247.08568,250.36565,236.51294,244.62758,287.55264,256.00134,0.24590047,223.40456,0
68,114,2020,10,1,5,0.4344279,0.24915569,0.18653361,227.48059,232.06097,251.82825,243.34106,244.94109,233.48999,240.04657,282.74136,250.12126,0.36855063,221.79218,0
68,118,2020,10,1,5,0.35158285,0.21329753,0.15914917,228.2513,233.26917,255.38043,245.97676,248.65309,235.59825,243.14162,286.08115,253.98116,0.25961304,222.78003,0
68,122,2020,10,1,5,0.36266074,0.2074178,0.18458049,222.86958,226.61084,241.07881,237.15874,234.67749,226.22462,230.6767,276.19397,239.48665,0.31895956,219.13902,0
69,113,2020,10,1,5,0.4448649,0.24068196,0.19307454,224.36443,229.00226,244.778,239.00774,237.8903,228.28645,233.3628,277.8116,243.029,0.3828837,219.90533,0
69,120,2020,10,1,5,0.38746133,0.21394856,0.18981934,222.50293,225.76392,240.37566,236.70471,234.23462,225.71571,229.92195,275.91364,238.72832,0.32744345,219.10376,0
69,121,2020,10,1,5,0.40116373,0.21851604,0.20286052,221.33235,224.04944,236.20601,234.26106,230.67982,223.2755,227.01051,272.74368,235.02617,0.35941568,217.94977,0
70,114,2020,10,1,5,0.45921835,0.23154704,0.21459961,220.49791,223.0175,233.34178,232.3249,227.63762,221.55412,224.20625,270.0635,232.16846,0.3691915,217.33458,0
71,125,2020,10,1,5,0.5720723,0.23024495,0.2811381,215.67223,216.08722,217.7345,223.92334,215.42445,214.20396,214.39445,258.2097,218.22945,0.5368449,214.23665,0
72,114,2020,10,1,5,0.49575806,0.22894287,0.2328593,219.78986,220.94249,228.263,229.40617,223.27747,219.29405,221.00597,265.38998,227.85966,0.40639243,217.02977,0
72,116,2020,10,1,5,0.4820455,0.22829182,0.230896,219.10277,220.61707,227.86143,229.07141,222.74628,218.8219,220.35254,265.59915,226.86095,0.3939921,216.33449,0
72,118,2020,10,1,5,0.49378458,0.22503662,0.23872884,218.36693,219.10999,224.6181,227.70552,220.75755,217.74571,218.57922,263.72903,224.55452,0.41290283,215.82558,0
73,116,2020,10,1,5,0.5061849,0.2276408,0.23872884,219.46942,220.61707,226.49327,228.57031,222.28706,218.67903,220.21095,264.3105,226.4156,0.4226888,217.06006,0
73,128,2020,10,1,5,0.71363324,0.23024495,0.30266318,214.33447,214.94347,216.09917,222.95833,213.86168,213.34985,213.12225,256.84033,216.60564,0.6666565,213.64082,0
75,119,2020,10,1,5,0.56033325,0.22242229,0.24721272,219.74971,221.22166,225.65355,228.0503,222.105,219.43266,220.52026,262.11478,225.71095,0.4448751,217.53357,0
76,134,2020,10,1,5,0.6836141,0.22503662,0.2941691,215.67223,216.08722,217.66368,224.10167,215.59833,214.36427,214.56334,258.06332,217.81189,0.63861084,213.96709,0
77,128,2020,10,1,5,0.6203613,0.22178142,0.26352945,217.6311,219.10791,222.2752,226.42365,219.17737,216.96594,217.60016,260.99637,222.71936,0.5153198,215.85583,0
77,131,2020,10,1,5,0.67057294,0.22568767,0.28830972,216.4611,217.4297,218.43034,224.47888,216.52779,215.18872,215.42555,258.43997,219.34724,0.59229535,215.27832,0
79,125,2020,10,1,5,0.5557556,0.23417155,0.23547363,220.56946,223.0625,231.17957,230.87476,226.27979,221.74382,224.25142,266.2263,230.16748,0.4716085,217.63934,0
79,130,2020,10,1,5,0.5629476,0.22113037,0.24394734,220.56946,222.22002,226.90472,229.07617,223.31834,219.94856,221.3681,263.00464,226.91939,0.46181235,218.35735,0
80,125,2020,10,1,5,0.55055743,0.24591064,0.2263387,225.25288,228.12164,239.25188,235.81653,233.73686,227.10185,230.65027,271.26328,238.52289,0.4285482,220.36316,0
82,119,2020,10,1,5,0.46640015,0.2569987,0.17937215,235.22418,241.9646,265.22623,252.1197,259.05563,245.53654,253.77968,289.48978,264.94324,0.32744345,227.45341,0
82,124,2020,10,1,5,0.54922485,0.26548257,0.21850586,230.1534,235.0804,249.79393,242.30434,244.43962,235.72192,241.1026,277.42862,249.36943,0.44292197,224.30402,0
82,127,2020,10,1,5,0.4807434,0.21850586,0.1904602,229.06708,232.81548,247.55055,240.72047,241.36699,233.11269,237.53516,275.8386,246.63228,0.37832642,223.60658,0
82,129,2020,10,1,5,0.46835327,0.2093811,0.18784587,228.39848,231.97173,245.76021,239.6381,239.4735,231.36401,235.80779,275.34396,244.84554,0.33332315,223.2795,0
83,128,2020,10,1,5,0.4618225,0.21264648,0.18001302,228.4799,233.00288,248.1419,241.00761,241.19902,232.79643,237.3612,277.00424,246.79143,0.3424479,223.175,0
83,135,2020,10,1,5,0.25438437,0.15784709,0.11935425,233.34332,239.2808,265.41092,252.50671,256.5419,241.55415,250.02324,291.81027,264.31442,0.17415364,226.42278,0
84,137,2020,10,1,5,0.15066528,0.09455363,0.07108561,236.86272,244.25435,273.79196,257.8321,266.0105,249.38326,259.48953,293.99893,273.27103,0.109558105,228.78143,0
86,131,2020,10,1,5,0.40050253,0.17871094,0.14283244,233.4853,239.12123,259.9208,248.89223,254.37311,242.52824,249.92493,284.1332,259.65192,0.26938882,226.77563,0
87,132,2020,10,1,5,0.415507,0.18980916,0.14609782,235.82634,242.14209,265.00015,251.98701,260.45047,247.70128,256.10147,286.65848,264.89078,0.24329631,228.40785,0
87,136,2020,10,1,5,0.29286703,0.17416382,0.08803304,241.72295,250.44606,284.73038,265.192,280.2162,261.1643,273.6986,301.8366,285.36078,0.101745605,232.54402,0
